alexei	aleksander	7	17596
alexej	aleksander	3	17596
alexeus	aleksander	1	17596
alexis	aleksander	368	17596
alxei	aleksander	0	17596
alexia	aleksander	0	17596
alexina	aleksander	83	17596
alexij	aleksander	0	17596
aleksant.	aleksander	0	17596
alexiev	aleksander	0	17596
alescander	aleksander	2	17596
alexinus	aleksander	1	17596
alecxander	aleksander	6	17596
aleixander	aleksander	1	17596
aleks.	aleksander	0	17596
aleksand.	aleksander	0	17596
aleksanderi	aleksander	2	17596
aleksei	aleksander	3	17596
aleksi	aleksander	83	17596
aleksis	aleksander	65	17596
aleksius	aleksander	73	17596
alexandrer	aleksander	1	17596
alexands	aleksander	0	17596
alexaner	aleksander	0	17596
alexi	aleksander	6	17596
aexandre	aleksander	0	17596
aexander	aleksander	0	17596
alexamder	aleksander	0	17596
aelaxander	aleksander	1	17596
alexanderi	aleksander	1	17596
alexanteri	aleksander	68	17596
alexsand:	aleksander	1	17596
alexsanteri	aleksander	0	17596
alecander	aleksander	3	17596
aleksateri	aleksander	0	17596
aelksanteri$	aleksander	0	17596
alexader$	aleksander	0	17596
alxander	aleksander	6	17596
aleander	aleksander	3	17596
alexanter	aleksander	4	17596
aleksandra	aleksandra	351	1716
alexandra	aleksandra	1309	1716
alexandrina	aleksandra	5	1716
alexnadra	aleksandra	0	1716
alexdra	aleksandra	0	1716
alexanda	aleksandra	4	1716
alexandrine	aleksandra	10	1716
alexandria	aleksandra	1	1716
alecxandra	aleksandra	11	1716
alekasandra	aleksandra	0	1716
aleksantra	aleksandra	5	1716
aleksina	aleksandra	6	1716
alelsandra	aleksandra	0	1716
alexandera	aleksandra	0	1716
alexantra	aleksandra	0	1716
alexsandra	aleksandra	13	1716
alexendra	aleksandra	0	1716
alexandva	aleksandra	0	1716
alecsandra	aleksandra	1	1716
alöexandra$	aleksandra	0	1716
alena	alena	0	0
alfbert	alfbert	0	0
alfhild	alfhild	19	19
alfons	alfons	7	7
alfonsina	alfonsina	3	3
alphonsina	alfonsina	0	3
alfred	alfred	1193	1265
afred	alfred	0	1265
alfrid	alfred	69	1265
alfr	alfred	0	1265
allfrid	alfred	1	1265
aldred	alfred	0	1265
alfrir	alfred	0	1265
allfred	alfred	2	1265
alf.	alfred	0	1265
alfh.	alfred	0	1265
alfreds	alfred	0	1265
alfed	alfred	0	1265
alfreda	alfred	0	1265
alfrida	alfrida	1	2
elfrida	alfrida	1	2
effrida	alfrida	0	2
elfriida	alfrida	0	2
algot	algot	3	8
algodt	algot	0	8
algoth	algot	5	8
allgoth	algot	0	8
allgott	algot	0	8
algott	algot	0	8
alice	alice	27	401
alise	alice	7	401
alisa	alice	303	401
aliisa	alice	47	401
alitsa	alice	1	401
alitza	alice	11	401
aliza	alice	5	401
alida	alida	20	20
aliise	aliise	0	1
aliisi	aliise	1	1
alina	alina	1507	2199
aline	alina	9	2199
aliina	alina	683	2199
alku	alku	3	3
alli	alli	14	14
allrik	allrik	3	4
albrica	allrik	0	4
allr.	allrik	0	4
allrica	allrik	1	4
alma	alma	1267	1267
almerida	almerida	0	0
almerinda	almerida	0	0
alvar	alvar	13	15
allvar	alvar	2	15
alvina	alvina	274	351
alviina	alvina	77	351
alvira	alvira	2	2
amadeus	amadeus	2	2
amadaeus	amadeus	0	2
amalia	amalia	5134	5177
amal	amalia	0	5177
amelia	amalia	3	5177
amalie	amalia	6	5177
amali	amalia	0	5177
amarlia	amalia	0	5177
amalja	amalia	22	5177
amaalia	amalia	12	5177
amals	amals	0	0
amandus	amandus	82	87
amantus	amandus	0	87
amatus	amandus	2	87
amand$	amandus	0	87
aman$	amandus	0	87
amatius	amandus	3	87
amanda	amanda	7124	7170
amada	amanda	1	7170
amdanda	amanda	0	7170
aqmanda	amanda	1	7170
amanta	amanda	44	7170
anamda	amanda	0	7170
amanada	amanda	0	7170
amnanda	amanda	0	7170
amandi	amandi	0	0
amida	amida	0	0
amilia	amilia	0	1
amelie	amilia	1	1
amel	amilia	0	1
amos	amos	94	94
amrosius	amrosius	0	244
ambrusius	amrosius	11	244
ambrosius	amrosius	231	244
ambosius	amrosius	0	244
ambros	amrosius	0	244
amb	amrosius	0	244
ambr	amrosius	0	244
ambrofius	amrosius	0	244
ambrosis	amrosius	1	244
anmbrosius	amrosius	0	244
ambrosiius	amrosius	0	244
ambrosio	amrosius	1	244
ananias	ananias	1959	2000
anamias	ananias	7	2000
anania	ananias	13	2000
ananais	ananias	1	2000
annanias	ananias	20	2000
anastasia	anastasia	2	6
anastsia	anastasia	0	6
anastasius	anastasia	4	6
anatolius	anatolius	6	6
anatholius	anatolius	0	6
anders	anders	99296	153167
antti	anders	7443	153167
andreas	anders	40347	153167
and	anders	26	153167
anti	anders	8	153167
antj	anders	0	153167
